protein_accession_clean,gene_symbol,protein_name_final,HPX,Tf,control,present_in_HPX,present_in_Tf,present_in_control,candidate_HPX_specific,candidate_shared_HPX_Tf,candidate_HPX_over_background_score
Q9UI10,EIF2B4,Translation initiation factor eIF2B subunit delta,0.0,0.0,3.0,False,False,True,False,False,-3.0
Q9Y2P5,SLC27A5,Long-chain fatty acid transport protein 5,0.0,0.0,3.0,False,False,True,False,False,-3.0
Q9Y5B9,SUPT16H,FACT complex subunit SPT16,0.0,0.0,3.0,False,False,True,False,False,-3.0
Q9Y5M8,SRPRB,Signal recognition particle receptor subunit beta,0.0,0.0,3.0,False,False,True,False,False,-3.0
Q9Y678,COPG1,Coatomer subunit gamma-1,0.0,0.0,3.0,False,False,True,False,False,-3.0
P02768,ALB,Albumin,2.0,2.0,6.0,True,True,True,False,True,-4.0
P42765,ACAA2,"3-ketoacyl-CoA thiolase, mitochondrial",2.0,0.0,6.0,True,False,True,False,False,-4.0
P35580,MYH10,Myosin-10,1.0,2.0,5.0,True,True,True,False,True,-4.0
A0A8I5KW96,AK4P3,"Adenylate kinase 4, mitochondrial",0.0,0.0,4.0,False,False,True,False,False,-4.0
B2RPK0,HMGB1P1,High mobility group protein B1-like 1,0.0,0.0,4.0,False,False,True,False,False,-4.0
B5ME19,EIF3CL,Eukaryotic translation initiation factor 3 subunit C-like protein,0.0,0.0,4.0,False,False,True,False,False,-4.0
O43795,MYO1B,Unconventional myosin-Ib,0.0,0.0,4.0,False,False,True,False,False,-4.0
O75452,RDH16,Retinol dehydrogenase 16,0.0,0.0,4.0,False,False,True,False,False,-4.0
O75874,IDH1,Isocitrate dehydrogenase [NADP] cytoplasmic,0.0,0.0,4.0,False,False,True,False,False,-4.0
O95831,AIFM1,"Apoptosis-inducing factor 1, mitochondrial",0.0,0.0,4.0,False,False,True,False,False,-4.0
O95864,FADS2,Acyl-CoA 6-desaturase,0.0,0.0,4.0,False,False,True,False,False,-4.0
P00352,ALDH1A1,Aldehyde dehydrogenase 1A1,0.0,0.0,4.0,False,False,True,False,False,-4.0
P00439,PAH,Phenylalanine-4-hydroxylase,0.0,0.0,4.0,False,False,True,False,False,-4.0
P04350,TUBB4A,Tubulin beta-4A chain,0.0,0.0,4.0,False,False,True,False,False,-4.0
P04792,HSPB1,Heat shock protein beta-1,0.0,0.0,4.0,False,False,True,False,False,-4.0
P05091,ALDH2,"Aldehyde dehydrogenase, mitochondrial",0.0,0.0,4.0,False,False,True,False,False,-4.0
P06133,UGT2B4,UDP-glucuronosyltransferase 2B4,0.0,0.0,4.0,False,False,True,False,False,-4.0
P06753,TPM3,Tropomyosin alpha-3 chain,0.0,0.0,4.0,False,False,True,False,False,-4.0
P07858,CTSB,Cathepsin B,0.0,0.0,4.0,False,False,True,False,False,-4.0
P07900,HSP90AA1,Heat shock protein HSP 90-alpha,0.0,0.0,4.0,False,False,True,False,False,-4.0
P08238,HSP90AB1,Heat shock protein HSP 90-beta,0.0,0.0,4.0,False,False,True,False,False,-4.0
P0DMV8,HSPA1A,Heat shock 70 kDa protein 1A,0.0,0.0,4.0,False,False,True,False,False,-4.0
P0DMV9,HSPA1B,Heat shock 70 kDa protein 1B,0.0,0.0,4.0,False,False,True,False,False,-4.0
P0DPH7,TUBA3C,Tubulin alpha-3C chain,0.0,1.0,4.0,False,True,True,False,False,-4.0
P0DPH8,TUBA3D,Tubulin alpha-3D chain,0.0,1.0,4.0,False,True,True,False,False,-4.0
P11021,HSPA5,Endoplasmic reticulum chaperone BiP,0.0,0.0,4.0,False,False,True,False,False,-4.0
P11142,HSPA8,Heat shock cognate 71 kDa protein,0.0,0.0,4.0,False,False,True,False,False,-4.0
P11498,PC,"Pyruvate carboxylase, mitochondrial",0.0,0.0,4.0,False,False,True,False,False,-4.0
P11509,CYP2A6,Cytochrome P450 2A6,0.0,0.0,4.0,False,False,True,False,False,-4.0
P11586,MTHFD1,"C-1-tetrahydrofolate synthase, cytoplasmic",0.0,0.0,4.0,False,False,True,False,False,-4.0
P11712,CYP2C9,Cytochrome P450 2C9,0.0,0.0,4.0,False,False,True,False,False,-4.0
P12235,SLC25A4,ADP/ATP translocase 1,0.0,0.0,4.0,False,False,True,False,False,-4.0
P15924,DSP,Desmoplakin,0.0,0.0,4.0,False,False,True,False,False,-4.0
P17987,TCP1,T-complex protein 1 subunit alpha,0.0,0.0,4.0,False,False,True,False,False,-4.0
P23141,CES1,Liver carboxylesterase 1,0.0,0.0,4.0,False,False,True,False,False,-4.0
P27144,AK4,"Adenylate kinase 4, mitochondrial",0.0,0.0,4.0,False,False,True,False,False,-4.0
P30039,PBLD,Phenazine biosynthesis-like domain-containing protein,0.0,0.0,4.0,False,False,True,False,False,-4.0
P30084,ECHS1,"Enoyl-CoA hydratase, mitochondrial",0.0,0.0,4.0,False,False,True,False,False,-4.0
P34896,SHMT1,"Serine hydroxymethyltransferase, cytosolic",0.0,0.0,4.0,False,False,True,False,False,-4.0
P38646,HSPA9,"Stress-70 protein, mitochondrial",0.0,0.0,4.0,False,False,True,False,False,-4.0
P39019,RPS19,Small ribosomal subunit protein eS19,0.0,0.0,4.0,False,False,True,False,False,-4.0
P42330,AKR1C3,Aldo-keto reductase family 1 member C3,0.0,0.0,4.0,False,False,True,False,False,-4.0
P46782,RPS5,Small ribosomal subunit protein uS7,0.0,0.0,4.0,False,False,True,False,False,-4.0
P48047,ATP5PO,"ATP synthase peripheral stalk subunit OSCP, mitochondrial",0.0,0.0,4.0,False,False,True,False,False,-4.0
P49327,FASN,Fatty acid synthase,0.0,0.0,4.0,False,False,True,False,False,-4.0
P49368,CCT3,T-complex protein 1 subunit gamma,0.0,0.0,4.0,False,False,True,False,False,-4.0
P49419,ALDH7A1,Alpha-aminoadipic semialdehyde dehydrogenase,0.0,0.0,4.0,False,False,True,False,False,-4.0
P49448,GLUD2,"Glutamate dehydrogenase 2, mitochondrial",0.0,0.0,4.0,False,False,True,False,False,-4.0
P50416,CPT1A,"Carnitine O-palmitoyltransferase 1, liver isoform",0.0,0.0,4.0,False,False,True,False,False,-4.0
P50440,GATM,"Glycine amidinotransferase, mitochondrial",0.0,0.0,4.0,False,False,True,False,False,-4.0
P50991,CCT4,T-complex protein 1 subunit delta,0.0,0.0,4.0,False,False,True,False,False,-4.0
P51648,ALDH3A2,Aldehyde dehydrogenase family 3 member A2,0.0,0.0,4.0,False,False,True,False,False,-4.0
P51659,HSD17B4,Peroxisomal multifunctional enzyme type 2,0.0,0.0,4.0,False,False,True,False,False,-4.0
P53621,COPA,Coatomer subunit alpha,0.0,0.0,4.0,False,False,True,False,False,-4.0
P55084,HADHB,"Trifunctional enzyme subunit beta, mitochondrial",0.0,0.0,4.0,False,False,True,False,False,-4.0
P60866,RPS20,Small ribosomal subunit protein uS10,0.0,0.0,4.0,False,False,True,False,False,-4.0
P62249,RPS16,Small ribosomal subunit protein uS9,0.0,0.0,4.0,False,False,True,False,False,-4.0
P62263,RPS14,Small ribosomal subunit protein uS11,0.0,0.0,4.0,False,False,True,False,False,-4.0
P62280,RPS11,Small ribosomal subunit protein uS17,0.0,0.0,4.0,False,False,True,False,False,-4.0
P62937,PPIA,Peptidyl-prolyl cis-trans isomerase A,0.0,0.0,4.0,False,False,True,False,False,-4.0
P84085,ARF5,ADP-ribosylation factor 5,0.0,0.0,4.0,False,False,True,False,False,-4.0
Q00325,SLC25A3,Solute carrier family 25 member 3,0.0,0.0,4.0,False,False,True,False,False,-4.0
Q04828,AKR1C1,Aldo-keto reductase family 1 member C1,0.0,0.0,4.0,False,False,True,False,False,-4.0
Q08426,EHHADH,Peroxisomal bifunctional enzyme,0.0,0.0,4.0,False,False,True,False,False,-4.0
Q13885,TUBB2A,Tubulin beta-2A chain,0.0,0.0,4.0,False,False,True,False,False,-4.0
Q15075,EEA1,Early endosome antigen 1,0.0,0.0,4.0,False,False,True,False,False,-4.0
Q15084,PDIA6,Protein disulfide-isomerase A6,0.0,0.0,4.0,False,False,True,False,False,-4.0
Q16134,ETFDH,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial",0.0,0.0,4.0,False,False,True,False,False,-4.0
Q16698,DECR1,"2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], mitochondrial",0.0,0.0,4.0,False,False,True,False,False,-4.0
Q53GQ0,HSD17B12,Very-long-chain 3-oxoacyl-CoA reductase,0.0,0.0,4.0,False,False,True,False,False,-4.0
Q5R3I4,TTC38,Tetratricopeptide repeat protein 38,0.0,0.0,4.0,False,False,True,False,False,-4.0
Q6UW68,TMEM205,Transmembrane protein 205,0.0,0.0,4.0,False,False,True,False,False,-4.0
Q6YN16,HSDL2,Hydroxysteroid dehydrogenase-like protein 2,0.0,0.0,4.0,False,False,True,False,False,-4.0
Q93099,HGD,"Homogentisate 1,2-dioxygenase",0.0,0.0,4.0,False,False,True,False,False,-4.0
Q96CW1,AP2M1,AP-2 complex subunit mu,0.0,0.0,4.0,False,False,True,False,False,-4.0
Q96DG6,CMBL,Carboxymethylenebutenolidase homolog,0.0,0.0,4.0,False,False,True,False,False,-4.0
Q96I99,SUCLG2,"Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial",0.0,0.0,4.0,False,False,True,False,False,-4.0
Q99424,ACOX2,Peroxisomal acyl-coenzyme A oxidase 2,0.0,0.0,4.0,False,False,True,False,False,-4.0
Q99613,EIF3C,Eukaryotic translation initiation factor 3 subunit C,0.0,0.0,4.0,False,False,True,False,False,-4.0
Q9BQE5,APOL2,Apolipoprotein L2,0.0,0.0,4.0,False,False,True,False,False,-4.0
Q9BVA1,TUBB2B,Tubulin beta-2B chain,0.0,0.0,4.0,False,False,True,False,False,-4.0
Q9H0U3,MAGT1,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit MAGT1,0.0,0.0,4.0,False,False,True,False,False,-4.0
Q9H2A2,ALDH8A1,2-aminomuconic semialdehyde dehydrogenase,0.0,0.0,4.0,False,False,True,False,False,-4.0
Q9NTX5,ECHDC1,Ethylmalonyl-CoA decarboxylase,0.0,0.0,4.0,False,False,True,False,False,-4.0
Q9UBM7,DHCR7,7-dehydrocholesterol reductase,0.0,0.0,4.0,False,False,True,False,False,-4.0
Q9ULC5,ACSL5,Long-chain-fatty-acid--CoA ligase 5,0.0,0.0,4.0,False,False,True,False,False,-4.0
Q9Y2S2,CRYL1,Lambda-crystallin homolog,0.0,0.0,4.0,False,False,True,False,False,-4.0
Q9Y6N5,SQOR,"Sulfide:quinone oxidoreductase, mitochondrial",0.0,0.0,4.0,False,False,True,False,False,-4.0
Q9H8H3,TMT1A,Thiol S-methyltransferase TMT1A,1.0,0.0,6.0,True,False,True,False,False,-5.0
